acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
0.0,0.0,0.0,0.0,0.01740966,0.003970624,1
-0.04100491479039192,0.2792881727218628,-0.047891143709421165,-0.0010898469481617212,0.020463986,0.0076358155,1
-0.1402708888053894,0.9454848170280457,-0.1615288257598877,-0.004136686213314533,-0.00030543262000000003,0.013439035,1
-0.28003162145614624,1.8678219318389893,-0.3178999125957489,-0.008141101337969303,-0.009162978,0.014966198,1
-0.4395257830619812,2.9012157917022705,-0.4919039309024811,-0.011563251726329328,-0.008552114,0.017715093,1
-0.6014948487281799,3.92878532409668,-0.6635390520095825,-0.015654055401682854,-0.02443461,0.024129177,1
-0.7546432614326477,4.876977443695068,-0.8203969597816467,-0.01966832019388676,-0.018325957,0.016798794,1
-0.8921065330505371,5.711884021759032,-0.9627349376678468,-0.021400241181254387,-0.024740042,0.017104227,1
-1.010759353637695,6.426072597503662,-1.0963011980056765,-0.019563019275665283,-0.003970624,0.007330383,1
-1.1113799810409546,7.025175094604492,-1.2204067707061768,-0.017395276576280594,0.021380283,0.0061086523,1
-1.1958593130111694,7.521663188934326,-1.3353755474090576,-0.017127418890595436,0.044593163,0.0015271631,1
-1.2664740085601809,7.930196285247803,-1.4421861171722412,-0.0188330952078104,0.03573562,0.019242255,1
-1.3254549503326416,8.265089988708496,-1.5418846607208252,-0.023184426128864292,0.030543262,0.00580322,1
-1.374833583831787,8.539259910583496,-1.6356142759323118,-0.026328591629862785,0.026267206,0.009773844,1
-1.4163525104522705,8.763806343078612,-1.7243289947509766,-0.0343833900988102,-0.07880162,0.03573562,1
-1.451483964920044,8.948054313659668,-1.8089183568954468,-0.04718905687332153,-0.052839845,0.02565634,1
-1.4814490079879759,9.09970760345459,-1.8901675939559937,-0.05802922695875168,-0.0571159,0.058643065,1
-1.5080633163452148,9.225790023803713,-1.9607081413269043,-0.06775013357400894,-0.09285152,0.06352998,1
-1.5330344438552856,9.332226753234863,-2.012519359588623,-0.07406439632177353,-0.13958271,0.06841691,1
-1.5566785335540771,9.422846794128418,-2.049264430999756,-0.07271678745746613,-0.1423316,0.07574729,1
-1.579254388809204,9.500746726989746,-2.073894500732422,-0.06917333602905272,-0.058643065,0.05375614,1
-1.600969672203064,9.568416595458984,-2.088787794113159,-0.06428639590740204,-0.018020526,0.027183503,1
-1.621986985206604,9.627856254577637,-2.095865488052368,-0.05626257508993149,-0.009162978,0.040927973,1
-1.642484188079834,9.680740356445312,-2.096606731414795,-0.049224995076656335,0.0009162979,0.051618114000000014,1
-1.6624979972839355,9.728265762329102,-2.0923471450805664,-0.04622435942292213,0.016493361,0.031154128,1
-1.6821452379226685,9.771516799926758,-2.0840394496917725,-0.0483977347612381,0.07452556,0.046120327,1
-1.7015047073364258,9.811342239379883,-2.0724713802337646,-0.050843022763729095,0.16615535,0.04428773,1
-1.722332000732422,9.842398643493652,-2.0530138015747066,-0.0345524325966835,0.22540927,0.03848451,1
-1.7465572357177734,9.858538627624512,-2.0203325748443604,-0.03111179545521736,0.35430184,0.0030543262,1
-1.773541808128357,9.862662315368652,-1.976961612701416,-0.05529860779643059,0.062002823,-0.027488936,1
-1.8027650117874143,9.857107162475586,-1.924952864646912,-0.11271338909864426,-0.106595986,-0.009773844,1
-1.8337616920471191,9.843805313110352,-1.8660619258880613,-0.18633697926998136,0.074830994,0.03390302,1
-1.866183161735535,9.82427978515625,-1.801642179489136,-0.2687174677848816,-0.22204952,0.16310102,1
-1.8997436761856081,9.799763679504396,-1.7327940464019775,-0.35323911905288696,-0.19333886,0.1554652,1
-1.9342252016067505,9.771231651306152,-1.6603746414184568,-0.4260372221469879,0.24098633,0.18478674,1
-1.969442367553711,9.739477157592773,-1.5850963592529297,-0.4758836627006531,-0.22204952,0.17806722,1
-2.005312442779541,9.70506191253662,-1.5073802471160889,-0.4859550297260285,-0.42241332,0.18661933,1
-2.024151563644409,9.674696922302246,-1.4386770725250244,-0.4718683660030365,-0.17104226,0.23304509,1
-2.0044112205505367,9.656148910522461,-1.3923494815826416,-0.4440898001194,0.0070249503,0.2855795,1
-1.9533820152282717,9.64714241027832,-1.364071488380432,-0.4016800820827484,-0.16615535,0.25076020000000004,1
-1.8780282735824585,9.64566707611084,-1.350086688995361,-0.3247599899768829,-0.1328632,0.24587326,1
-1.7826517820358276,9.650321006774902,-1.3477060794830322,-0.23147191107273105,-0.15424347,0.28680122,1
-1.6711934804916382,9.65989875793457,-1.3546463251113892,-0.13441342115402222,-0.26297748,0.33139440000000003,1
-1.5467530488967896,9.673441886901855,-1.369089961051941,-0.042474150657653816,-0.45540005,0.25167647,1
-1.4118752479553225,9.69017219543457,-1.3895633220672607,0.021657964214682583,-0.45142943,0.23548855,1
-1.268694519996643,9.709447860717773,-1.4148595333099363,0.07705418020486833,-0.5696318,0.23976462,1
-1.1188595294952393,9.730767250061037,-1.4440257549285889,0.12250939011573793,-0.7696901999999999,0.21197024,1
-0.978108286857605,9.746200561523438,-1.4658573865890503,0.1311139464378357,-1.0564915,0.23915374,1
-0.8656110167503357,9.745993614196776,-1.4666503667831419,0.1348947286605835,-1.2608258999999995,0.301462,1
-0.7758076786994934,9.73326301574707,-1.4505980014801023,0.1632973998785019,-1.8677205,0.31398472,1
-0.7042347192764282,9.710450172424316,-1.4209833145141602,0.22234639525413516,-2.2094996,0.22449298,1
-0.6473065614700317,9.679520606994627,-1.380451202392578,0.2922075688838959,-2.0873265,0.14141529999999994,1
-0.6021466255187988,9.641971588134766,-1.331015944480896,0.3893009424209595,-2.0360138,0.31856623,1
-0.566429078578949,9.599343299865724,-1.2747477293014526,0.4802766144275665,-1.777007,0.37965274,1
-0.5383021831512451,9.552504539489746,-1.2128169536590576,0.5451663732528687,-1.6740761999999998,0.33964106,2
-0.5162788033485413,9.50214672088623,-1.1461540460586548,0.5864760279655457,-1.6917913,0.32284227,2
-0.4991455674171448,9.449244499206543,-1.0760664939880369,0.6254829168319702,-1.5613716,0.34208453,2
-0.5109994411468506,9.365270614624023,-1.0257673263549805,0.6542965769767761,-1.3976597,0.28985557,2
-0.459953784942627,9.250432968139648,-1.0241881608963013,0.6652871966362,-1.2165382,0.17287487,2
