acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
0.0,0.0,0.0,0.0,0.16126843,0.021685716,1
-0.011471909470856191,0.2981438636779785,-0.004070728551596403,0.0010011793347075582,0.12156218,0.036651913,1
-0.054531197994947433,0.9975696206092834,-0.015481012873351576,0.0007007853128015995,0.03023783,0.038789943,1
-0.12420564889907836,1.9546691179275515,-0.051850520074367516,-0.0034646259155124426,-0.0027488936,0.033292156,1
-0.2041190266609192,3.019842624664306,-0.07517046481370926,-0.013484431430697441,-0.013744468,0.015882496,1
-0.2658091187477112,4.080974102020264,-0.12397201359272005,-0.02564874105155468,-0.04184427,0.019547688,1
-0.29992246627807617,5.052719593048097,-0.17849646508693695,-0.03632823377847672,-0.07086037,0.008246681,1
-0.3187927007675171,5.88795280456543,-0.2454133778810501,-0.041231270879507065,-0.0693332,0.004276057,1
-0.3284900188446045,6.588639259338379,-0.2677503228187561,-0.036937542259693146,-0.07788532,-0.0067195175,1
-0.3307815790176392,7.183582305908202,-0.2955824136734009,-0.02546363137662411,-0.054367006,-0.015271631,1
-0.3274969756603241,7.688408374786378,-0.3129480183124542,-0.013223071582615377,-0.040317107000000005,-0.032375857,1
-0.3274206519126892,8.105127334594728,-0.3227652013301849,-0.0018634465523064137,-0.03634648,-0.035124752999999995,1
-0.3312460482120514,8.453267097473145,-0.34391599893569946,0.007452689111232758,-0.025961773,-0.023518313,1
-0.344903826713562,8.754239082336426,-0.37643247842788696,0.013319567777216434,-0.010079277,-0.015882496,1
-0.3573627769947052,8.995636940002441,-0.4154884517192841,0.01678050123155117,-0.08124508,-0.009162978,1
-0.3632567822933197,9.19125270843506,-0.4617546796798706,0.016241153702139854,-0.096516706,0.007941248,1
-0.364196240901947,9.335959434509276,-0.5014322400093079,0.0118522010743618,-0.101098195,0.010995574,1
-0.3724088966846466,9.443245887756348,-0.5111560225486755,0.005961458198726177,-0.09010262,0.02321288,1
-0.3724104762077332,9.531180381774902,-0.5128729939460754,-0.003003757912665605,-0.10415252,0.02076942,1
-0.3566937744617462,9.598753929138184,-0.5143632888793945,-0.012029359117150308,-0.12370021,0.019547688,1
-0.32624757289886475,9.644144058227539,-0.5238456726074219,-0.019371820613741875,-0.08460484,0.025350908,1
-0.28524401783943176,9.683691024780273,-0.5344870686531067,-0.0204504169523716,-0.032375857,0.017104227,1
-0.23418059945106506,9.730810165405273,-0.5409958958625793,-0.017474794760346413,0.004581489,0.018325957,1
-0.19948354363441467,9.77642822265625,-0.5669211149215698,-0.0076900157146155826,-0.004581489,0.0061086523,1
-0.20708706974983213,9.789860725402832,-0.6397707462310791,0.0060079749673604965,0.04520403,-0.012217305,1
-0.2413576990365982,9.783156394958496,-0.7269419431686401,0.02397310920059681,0.09743301,-0.01282817,1
-0.3048018515110016,9.750226974487305,-0.7564400434494019,0.03547821566462517,0.1600467,-0.040011674,1
-0.3212578892707825,9.747340202331543,-0.7469655871391296,0.032892875373363495,0.16065755,-0.04886922,1
-0.32366225123405457,9.78205394744873,-0.7422269582748413,0.025302637368440628,0.13622294,-0.005497787,1
-0.3465341627597809,9.82906723022461,-0.7297902107238771,0.016203610226511955,0.12858713,0.03359759,1
-0.3694134056568146,9.864211082458496,-0.7081458568572998,-0.0002522495051380247,0.087659165,0.07422013,1
